serial_number;product_model;purchase_date;registration_date;country;source_note
R1211827;MeoStar R1 1-4x22 RD;2013-01-23;2013-02-05;United states;MSO USA
R1213352;MeoStar R1 1.5-6x42 RD;2013-02-05;2013-02-07;Canada;MSO USA
524380;MeoPro 4-12x50;0000-00-00;2013-02-08;United states;MSO USA
M112077;MeoPro 3-9x42;2013-02-02;2013-02-08;United states;MSO USA
N124488;MeoPro 3-9x42;2013-02-02;2013-02-08;United states;MSO USA
U124384;MeoPro 6-18x50;2013-02-08;2013-02-08;United states;MSO USA
124302;MeoStar B1 10x42 HD;2013-01-10;2013-02-12;United states;MSO USA
R1216689;MeoStar R1 3-12x56 RD;2013-02-13;2013-02-13;;MSO USA
c111040;MeoPro 10x42;2013-01-15;2013-02-14;United states;MSO USA
c111040;MeoPro 10x42;2013-01-15;2013-02-14;United states;MSO USA
c111040;MeoPro 10x42;2013-01-15;2013-02-14;United states;MSO USA
c111040;MeoPro 10x42;2013-01-15;2013-02-14;United states;MSO USA
c111040;MeoPro 10x42;2013-01-15;2013-02-14;United states;MSO USA
B110875;MeoPro 8x42;2013-02-04;2013-02-14;Canada;MSO USA
R0716752;MeoStar R1 3-12x56;2013-01-24;2013-02-16;United states;MSO USA
R0800192;MeoStar R1 3-10x50;2013-02-07;2013-02-16;United states;MSO USA
S1200683;MeoStar S2 82 HD;2013-02-14;2013-02-16;United states;MSO USA
N112116;MeoPro 3-9x42;2013-02-13;2013-02-17;Canada;MSO USA
L111676;MeoPro 3-9x42;2013-01-25;2013-02-17;United states;MSO USA
R1205933;ZD 1-4x22 RD;2013-02-15;2013-02-18;United states;MSO USA
R1223485;MeoStar R1 3-12x56;2013-02-14;2013-02-20;United states;MSO USA
R1223485;MeoStar R1 3-12x56;2013-02-14;2013-02-20;United states;MSO USA
124937;MeoStar B1 10x42 HD;2013-02-15;2013-02-20;United states;MSO USA
121420;MeoStar B1 10x42;2013-02-20;2013-02-21;Canada;MSO USA
R1217180;ZD 1-4x22 RD;2013-02-20;2013-02-21;Canada;MSO USA
R1221312;ZD 1-4x22 RD;2013-02-20;2013-02-21;Canada;MSO USA
o124775;MeoPro 4-12x50;2013-02-16;2013-02-21;United states;MSO USA
524380;MeoPro 4-12x50;2013-01-25;2013-02-22;United states;MSO USA
P124091;MeoPro 4-12x50;2012-10-11;2013-02-24;United states;MSO USA
L100539;MeoPro 3-9x42;2013-02-15;2013-02-24;United states;MSO USA
C100210;MeoPro 10x42;2013-02-25;2013-02-26;United states;MSO USA
r1111476;MeoStar R1 1.5-6x42 RD;2013-02-25;2013-02-26;United states;MSO USA
N112241;MeoPro 3-9x42;2013-02-20;2013-02-27;Canada;MSO USA
s1200409;MeoStar S2 82 HD;2013-01-29;2013-02-27;United states;MSO USA
C121375;MeoPro 10x42;2013-02-18;2013-03-02;United states;MSO USA
C121375;MeoPro 10x42;2013-02-18;2013-03-02;United states;MSO USA
C131655;MeoPro 10x42;2013-03-01;2013-03-02;United states;MSO USA
C110802;MeoPro 10x42;2013-02-14;2013-03-03;United states;MSO USA
111206;MeoStar B1 10x42;2013-03-02;2013-03-03;United states;MSO USA
r1205934;ZD 1-4x22 RD;2013-02-28;2013-03-03;United states;MSO USA
R1220799;MeoStar R1 3-10x50;2013-03-03;2013-03-03;United states;MSO USA
R1217421;MeoStar R1 3-12x56;2013-03-04;2013-03-05;United states;MSO USA
R1217421;MeoStar R1 3-12x56;2013-03-04;2013-03-05;United states;MSO USA
r1216711;MeoStar R1 3-12x56 RD;2013-03-01;2013-03-06;United states;MSO USA
123181;MeoStar B1 10x42 HD;2012-12-25;2013-03-06;United states;MSO USA
C122128;MeoPro 10x42;2013-02-07;2013-03-07;United states;MSO USA
c121487;MeoPro 10x42;2013-03-06;2013-03-07;United states;MSO USA
T123575;MeoPro 6-18x50;2013-03-07;2013-03-07;United states;MSO USA
R1212318;MeoStar R1 3-12x56;2013-03-08;2013-03-09;Canada;MSO USA
R1223466;MeoStar R1 3-12x56;2013-03-08;2013-03-09;Canada;MSO USA
P134978;MeoPro 4-12x50;2013-03-02;2013-03-10;United states;MSO USA
124232;MeoStar B1 10x42 HD;2013-03-11;2013-03-12;United states;MSO USA
122578;MeoStar B1 10x42 HD;2013-03-13;2013-03-13;United states;MSO USA
M100560;MeoPro 3-9x42;2013-03-09;2013-03-13;United states;MSO USA
R1212283;MeoStar R1 3-12x56;2013-03-01;2013-03-14;United states;MSO USA
R1207557;MeoStar R1 3-12x56;2013-03-12;2013-03-14;United states;MSO USA
P135035;MeoPro 4-12x50;2013-03-14;2013-03-15;United states;MSO USA
m112640;MeoPro 3-9x42;2013-03-14;2013-03-15;United states;MSO USA
R1207253;MeoStar R1 3-10x50;2013-02-25;2013-03-15;United states;MSO USA
111479;MeoStar B1 8x56;2013-01-09;2013-03-15;United states;MSO USA
121071;MeoStar B1 8x56;2012-09-25;2013-03-15;United states;MSO USA
S135055;MeoPro 4-12x50;2013-02-12;2013-03-15;United states;MSO USA
126093;MeoStar B1 10x42 HD;2013-03-05;2013-03-16;United states;MSO USA
R1212227;MeoStar R1 3-10x50;2013-01-28;2013-03-16;United states;MSO USA
r1206767;MeoStar R1 4-12x40;2013-03-13;2013-03-18;United states;MSO USA
s135055;MeoPro 4-12x50;2013-03-01;2013-03-21;United states;MSO USA
112070;MeoPro 3-9x42;0000-00-00;2013-03-21;United states;MSO USA
o124565;MeoPro 4-12x50;0000-00-00;2013-03-21;United states;MSO USA
C131635;MeoPro 10x42;0000-00-00;2013-03-21;United states;MSO USA
r0999887;MeoPro 3-9x42;0000-00-00;2013-03-21;United states;MSO USA
O123542;MeoPro 4-12x50;0000-00-00;2013-03-21;United states;MSO USA
r1114975;MeoStar R1 3-12x56 RD;0000-00-00;2013-03-21;United states;MSO USA
r1212301;MeoStar R1 3-12x56;0000-00-00;2013-03-21;United states;MSO USA
O1124778;MeoPro 4-12x50;0000-00-00;2013-03-21;United states;MSO USA
o124784;MeoPro 4-12x50;0000-00-00;2013-03-21;United states;MSO USA
R1112519;MeoStar R1 4-16x44;0000-00-00;2013-03-21;United states;MSO USA
l124535;MeoPro 3-9x42;0000-00-00;2013-03-21;United states;MSO USA
C121412;MeoPro 10x42;0000-00-00;2013-03-21;United states;MSO USA
r1209269;MeoStar R1 3-12x56 RD;0000-00-00;2013-03-21;United states;MSO USA
l124545;MeoPro 3-9x42;0000-00-00;2013-03-21;United states;MSO USA
r1212273;MeoStar R1 3-12x56;0000-00-00;2013-03-21;United states;MSO USA
C110958;MeoStar B1 10x42;0000-00-00;2013-03-21;United states;MSO USA
20043;MeoStar S2 82 HD;0000-00-00;2013-03-21;United states;MSO USA
120642;MeoStar B1 7x42;0000-00-00;2013-03-21;United states;MSO USA
C100308;MeoPro 10x42;0000-00-00;2013-03-21;United states;MSO USA
r1208120;MeoStar R1 3-10x50;0000-00-00;2013-03-21;United states;MSO USA
L124664;MeoPro 3-9x42;0000-00-00;2013-03-21;United states;MSO USA
o123863;MeoPro 3-9x42;0000-00-00;2013-03-21;United states;MSO USA
R0915384;MeoStar R1 4-12x40;0000-00-00;2013-03-21;United states;MSO USA
l101269;MeoPro 3-9x42;0000-00-00;2013-03-21;United states;MSO USA
C121133;MeoPro 10x42;0000-00-00;2013-03-21;United states;MSO USA
O124398;MeoPro 4-12x50;0000-00-00;2013-03-21;United states;MSO USA
121694;MeoStar B1 8x42;0000-00-00;2013-03-21;United states;MSO USA
S111469;MeoPro 4-12x50;0000-00-00;2013-03-21;United states;MSO USA
p112565;MeoPro 4-12x50;0000-00-00;2013-03-21;United states;MSO USA
R0911055;MeoStar R1 3-10x50;0000-00-00;2013-03-21;United states;MSO USA
r1112902;MeoStar R1 3-10x50;0000-00-00;2013-03-21;United states;MSO USA
R1108634;MeoStar R1 3-12x56 RD;0000-00-00;2013-03-21;United states;MSO USA
u124376;MeoPro 6-18x50;0000-00-00;2013-03-21;United states;MSO USA
R1211824;ZD 1-4x22 RD;0000-00-00;2013-03-21;United states;MSO USA
C121495;MeoPro 10x42;0000-00-00;2013-03-21;United states;MSO USA
O124785;MeoPro 4-12x50;0000-00-00;2013-03-21;United states;MSO USA
114513;MeoStar B1 10x42 HD;0000-00-00;2013-03-21;United states;MSO USA
R0915420;MeoStar R1 4-12x40;0000-00-00;2013-03-21;United states;MSO USA
a110359;MeoPro 6.5x32;0000-00-00;2013-03-21;United states;MSO USA
L123771;MeoPro 3-9x42;0000-00-00;2013-03-21;United states;MSO USA
R1208850;MeoStar R1 3-12x56 RD;0000-00-00;2013-03-21;United states;MSO USA
R1204145;MeoStar R1 4-16x44;0000-00-00;2013-03-21;United states;MSO USA
B110947;MeoStar B1 8x42;0000-00-00;2013-03-21;United states;MSO USA
B121076;MeoPro 8x42;0000-00-00;2013-03-21;United states;MSO USA
123945;MeoStar B1 10x42 HD;0000-00-00;2013-03-21;United states;MSO USA
o123848;MeoPro 4-12x50;0000-00-00;2013-03-21;United states;MSO USA
u124121;MeoPro 6-18x50;0000-00-00;2013-03-21;United states;MSO USA
s123900;MeoPro 4-12x50;0000-00-00;2013-03-21;United states;MSO USA
N124484;MeoPro 3-9x42;0000-00-00;2013-03-21;United states;MSO USA
r1204964;MeoStar R1 3-12x56;0000-00-00;2013-03-21;United states;MSO USA
o123857;MeoPro 4-12x50;0000-00-00;2013-03-21;United states;MSO USA
R1207433;MeoStar R1 3-12x56;0000-00-00;2013-03-21;United states;MSO USA
P123626;MeoPro 4-12x50;0000-00-00;2013-03-21;United states;MSO USA
C110991;MeoPro 10x42;0000-00-00;2013-03-21;United states;MSO USA
s123224;MeoPro 4-12x50;0000-00-00;2013-03-21;Canada;MSO USA
o124419;MeoPro 10x42;0000-00-00;2013-03-21;United states;MSO USA
c121249;MeoPro 10x42;0000-00-00;2013-03-21;United states;MSO USA
121350;MeoStar B1 8x42;0000-00-00;2013-03-21;United states;MSO USA
m112651;MeoPro 3-9x42;0000-00-00;2013-03-21;United states;MSO USA
o113065;MeoPro 4-12x50;0000-00-00;2013-03-21;United states;MSO USA
p124097;MeoPro 4-12x50;0000-00-00;2013-03-21;United states;MSO USA
b110485;MeoPro 8x42;0000-00-00;2013-03-21;United states;MSO USA
b100138;MeoPro 8x42;0000-00-00;2013-03-21;United states;MSO USA
r1005395;MeoStar R1 3-10x50;0000-00-00;2013-03-21;United states;MSO USA
121000;MeoStar B1 8x56;0000-00-00;2013-03-21;United states;MSO USA
s112783;MeoPro 4-12x50;0000-00-00;2013-03-21;United states;MSO USA
R1216213;MeoStar R1 3-10x50;0000-00-00;2013-03-21;United states;MSO USA
o101047;MeoPro 4-12x50;0000-00-00;2013-03-21;United states;MSO USA
R1212286;MeoStar R1 3-12x56;0000-00-00;2013-03-21;United states;MSO USA
p123634;MeoPro 6-18x50;0000-00-00;2013-03-21;United states;MSO USA
R1220827;MeoStar R1 3-10x50;0000-00-00;2013-03-21;United states;MSO USA
c121392;MeoPro 10x42;0000-00-00;2013-03-21;United states;MSO USA
R1209322;MeoStar R1 1-4x22 RD;0000-00-00;2013-03-21;United states;MSO USA
r1207581;MeoStar R1 1-4x22 RD;0000-00-00;2013-03-21;United states;MSO USA
r1205120;MeoStar R1 4-16x44;0000-00-00;2013-03-21;United states;MSO USA
O124821;MeoPro 4-12x50;0000-00-00;2013-03-21;United states;MSO USA
r0825018;MeoStar R1 4-16x44;0000-00-00;2013-03-21;United states;MSO USA
m124153;MeoPro 3-9x42;0000-00-00;2013-03-21;United states;MSO USA
R1214103;MeoPro 3-9x42;0000-00-00;2013-03-21;United states;MSO USA
n135202;MeoPro 3-9x42;0000-00-00;2013-03-21;United states;MSO USA
r1213696;MeoPro 6-18x50;0000-00-00;2013-03-21;United states;MSO USA
r0816937;MeoStar R1 3-12x56;0000-00-00;2013-03-21;United states;MSO USA
b121034;MeoPro 8x42;0000-00-00;2013-03-21;United states;MSO USA
s135081;MeoPro 4-12x50;0000-00-00;2013-03-21;United states;MSO USA
r1109737;MeoStar R1 3-10x50;0000-00-00;2013-03-21;United states;MSO USA
r1209629;MeoStar R1 3-12x56;0000-00-00;2013-03-21;United states;MSO USA
R1223937;MeoStar R1 3-12x56 RD;2013-03-21;2013-03-22;United states;MSO USA
B121066;MeoPro 8x42;0000-00-00;2013-03-22;United states;MSO USA
r1205420;MeoStar R1 4-16x44;0000-00-00;2013-03-22;United states;MSO USA
o111354;MeoPro 4-12x50;0000-00-00;2013-03-22;United states;MSO USA
L123439;MeoPro 3-9x42;0000-00-00;2013-03-22;United states;MSO USA
p124096;MeoPro 4-12x50;0000-00-00;2013-03-22;United states;MSO USA
r1205429;MeoStar R1 4-16x44;0000-00-00;2013-03-22;United states;MSO USA
o123541;MeoPro 4-12x50;0000-00-00;2013-03-22;United states;MSO USA
c111100;MeoPro 10x42;0000-00-00;2013-03-22;United states;MSO USA
n124501;MeoPro 3-9x42;0000-00-00;2013-03-22;United states;MSO USA
c121118;MeoPro 10x42;0000-00-00;2013-03-22;United states;MSO USA
o111364;MeoPro 4-12x50;0000-00-00;2013-03-22;United states;MSO USA
r1203393;MeoStar R1 3-12x56 RD;0000-00-00;2013-03-22;United states;MSO USA
o112710;MeoPro 4-12x50;0000-00-00;2013-03-22;United states;MSO USA
m100560;MeoPro 3-9x42;2013-02-23;2013-03-23;United states;MSO USA
mi24129;MeoPro 3-9x42;2013-03-23;2013-03-23;United states;MSO USA
m124129;MeoPro 3-9x42;2013-03-23;2013-03-23;United states;MSO USA
U124038;MeoPro 6-18x50;2013-03-14;2013-03-23;United states;MSO USA
S1201032;MeoStar S2 82 HD;2013-03-11;2013-03-24;United states;MSO USA
135518;MeoPro 4-12x50;2013-03-26;2013-03-27;United states;MSO USA
p111483;MeoPro 4-12x50;0000-00-00;2013-03-27;United states;MSO USA
C121375;MeoPro 10x42;2013-03-08;2013-03-27;United states;MSO USA
S111465;MeoPro 4-12x50;2013-03-27;2013-03-27;United states;MSO USA
L135400;MeoPro 3-9x42;2013-03-25;2013-03-27;United states;MSO USA
p112686;MeoPro 4-12x50;2013-03-28;2013-03-29;United states;MSO USA
CS111743;MeoPro 4-12x50;2013-03-04;2013-03-29;United states;MSO USA
R1209754;MeoStar R1 3-12x56 RD;2013-03-29;2013-03-30;United states;MSO USA
s135083;MeoPro 4-12x50;2013-03-28;2013-04-01;United states;MSO USA
CN111344;MeoPro 3-9x42;2013-03-18;2013-04-02;United states;MSO USA
r1120781;MeoStar R1 1.5-6x42 RD;2013-04-01;2013-04-02;United states;MSO USA
o124768;MeoPro 4-12x50;0000-00-00;2013-04-02;United states;MSO USA
S135084;MeoPro 4-12x50;0000-00-00;2013-04-02;United states;MSO USA
537920;MeoPro 6-18x50;0000-00-00;2013-04-02;United states;MSO USA
122447;MeoStar B1 10x42 HD;0000-00-00;2013-04-02;United states;MSO USA
114495;MeoStar B1 10x42 HD;0000-00-00;2013-04-02;United states;MSO USA
r1000553;ZD 1-4x22 RD;0000-00-00;2013-04-02;United states;MSO USA
u123294;MeoPro 6-18x50;0000-00-00;2013-04-02;United states;MSO USA
l124663;MeoPro 3-9x42;0000-00-00;2013-04-02;United states;MSO USA
r1202485;MeoStar R1 1.5-6x42 RD;0000-00-00;2013-04-02;United states;MSO USA
N135177;MeoPro 3-9x42;0000-00-00;2013-04-02;United states;MSO USA
u124366;MeoPro 6-18x50;0000-00-00;2013-04-02;United states;MSO USA
r1200211;MeoStar R1 3-12x56 RD;0000-00-00;2013-04-02;United states;MSO USA
o113056;MeoPro 4-12x50;2013-03-29;2013-04-03;United states;MSO USA
R1204933;MeoStar R1 3-12x56;0000-00-00;2013-04-04;United states;MSO USA
S123943;MeoPro 4-12x50;2013-03-16;2013-04-07;United states;MSO USA
S123943;MeoPro 4-12x50;2013-03-16;2013-04-07;United states;MSO USA
126256;MeoStar B1 10x42 HD;2013-03-30;2013-04-07;United states;MSO USA
R1300740;MeoStar R1 3-12x56 RD;2013-04-01;2013-04-09;United states;MSO USA
N123191;MeoPro 3-9x42;2013-04-10;2013-04-11;United states;MSO USA
125062;MeoStar B1 10x42 HD;2013-04-10;2013-04-12;United states;MSO USA
O124805;MeoPro 4-12x50;2013-03-28;2013-04-12;United states;MSO USA
n123124;MeoPro 3-9x42;2013-03-30;2013-04-13;Canada;MSO USA
A110405;MeoPro 6.5x32;2013-04-09;2013-04-14;United states;MSO USA
T123980;MeoPro 6-18x50;2013-04-01;2013-04-15;Canada;MSO USA
R1111318;MeoStar R1 3-10x50;2013-03-23;2013-04-15;United states;MSO USA
A110724;MeoPro 6.5x32;2013-04-12;2013-04-15;United states;MSO USA
B121133;MeoPro 8x42;2013-04-09;2013-04-16;United states;MSO USA
C111025;MeoPro 10x42;2013-04-15;2013-04-16;United states;MSO USA
124277;MeoStar B1 10x42 HD;2013-04-03;2013-04-16;United states;MSO USA
L135107;MeoPro 10x42;2013-04-03;2013-04-16;United states;MSO USA
T123678;MeoPro 6-18x50;2013-04-16;2013-04-17;Canada;MSO USA
A110760;MeoPro 6.5x32;2013-04-14;2013-04-18;United states;MSO USA
R1204770;MeoPro 3-9x42;2013-04-09;2013-04-18;;MSO USA
L135410;MeoPro 3-9x42;2013-04-13;2013-04-19;United states;MSO USA
R1220820;MeoStar R1 3-10x50;2013-04-15;2013-04-19;United states;MSO USA
L111808;MeoPro 3-9x42;0000-00-00;2013-04-20;United states;MSO USA
C131522;MeoPro 10x42;2013-04-19;2013-04-20;United states;MSO USA
U134941;MeoPro 6-18x50;2013-04-17;2013-04-22;United states;MSO USA
cn112227;MeoPro 3-9x42;2013-04-20;2013-04-22;United states;MSO USA
T135422;MeoPro 6-18x50;2013-04-08;2013-04-23;United states;MSO USA
110402;MeoStar B1 10x42;2013-04-19;2013-04-24;United states;MSO USA
R1210841;MeoStar R1 3-12x56 RD;2013-04-24;2013-04-26;United states;MSO USA
p134997;MeoPro 4-12x50;2013-04-04;2013-04-29;United states;MSO USA
R1209648;MeoStar R1 3-12x56;2013-04-25;2013-05-01;United states;MSO USA
s1200265;MeoStar S2 82 HD;2013-04-28;2013-05-02;United states;MSO USA
R1207266;MeoStar R1 3-10x50;2013-05-02;2013-05-03;Canada;MSO USA
R1207265;MeoStar R1 3-10x50;2013-05-02;2013-05-03;Canada;MSO USA
120818;MeoStar B1 10x42 HD;2013-05-04;2013-05-05;United states;MSO USA
S112969;MeoPro 4-12x50;2013-05-04;2013-05-05;United states;MSO USA
121258;MeoStar B1 10x42 HD;2013-05-06;2013-05-06;United states;MSO USA
123638;MeoStar B1 10x42 HD;2013-05-07;2013-05-08;United states;MSO USA
123505;MeoStar B1 8x42;2012-11-28;2013-05-10;United states;MSO USA
126175;MeoStar B1 10x42 HD;2013-05-05;2013-05-11;United states;MSO USA
A110574;MeoPro 6.5x32;2013-05-11;2013-05-12;United states;MSO USA
A110656;MeoPro 6.5x32;2013-05-11;2013-05-12;United states;MSO USA
R1120787;MeoStar R1 1.5-6x42 RD;2013-05-06;2013-05-19;United states;MSO USA
124168;MeoPro 6-18x50;2013-05-14;2013-05-20;United states;MSO USA
S1200299;MeoStar S2 82 HD;2013-05-17;2013-05-20;United states;MSO USA
S135092;MeoStar R1 4-16x44;2013-05-18;2013-05-21;United states;MSO USA
R1205463;MeoStar R1 4-16x44;2013-05-17;2013-05-21;United states;MSO USA
S135078;MeoPro 4-12x50;2013-04-12;2013-05-21;United states;MSO USA
B110426;MeoPro 8x42;2013-05-22;2013-05-23;United states;MSO USA
U135677;MeoPro 6-18x50;2013-05-14;2013-05-23;United states;MSO USA
C121409;MeoPro 10x42;2013-05-25;2013-05-25;United states;MSO USA
R0700247;MeoStar R1 3-12x56 RD;2013-03-01;2013-05-27;United states;MSO USA
R1208952;MeoStar R1 3-12x56 RD;2013-05-13;2013-05-28;United states;MSO USA
S1200784;MeoStar S2 82 HD;2013-05-29;2013-05-29;United states;MSO USA
L135552;MeoPro 3-9x42;2013-05-27;2013-05-30;Canada;MSO USA
R1216809;MeoStar R1 3-12x56 RD;2013-05-23;2013-05-30;United states;MSO USA
124854;MeoPro 6-18x50;2013-05-25;2013-05-30;United states;MSO USA
M124127;MeoPro 3-9x42;2013-05-03;2013-06-02;United states;MSO USA
R1207436;MeoStar R1 3-12x56;2013-04-12;2013-06-03;United states;MSO USA
124248;MeoPro 6-18x50;2013-05-25;2013-06-04;United states;MSO USA
135434;MeoPro 4-12x50;2013-05-27;2013-06-04;United states;MSO USA
R1109513;MeoStar R1 3-12x56;2013-05-17;2013-06-05;United states;MSO USA
S1L00581;MeoStar S2 82 HD;2013-05-24;2013-06-06;United states;MSO USA
124033;MeoStar B1 10x42 HD;2013-05-28;2013-06-06;United states;MSO USA
123367;MeoStar B1 10x42 HD;2013-05-16;2013-06-07;United states;MSO USA
U123709;MeoPro 6-18x50;2013-05-10;2013-06-07;United states;MSO USA
u124364;MeoPro 6-18x50;2013-06-06;2013-06-07;United states;MSO USA
R1302973;MeoStar R1 3-10x50;2013-06-01;2013-06-08;Canada;MSO USA
S1200422;MeoStar S2 82 HD;2013-05-29;2013-06-08;United states;MSO USA
C110705;MeoPro 10x42;2013-06-07;2013-06-09;United states;MSO USA
C131563;MeoPro 10x42;2013-06-01;2013-06-09;United states;MSO USA
A110795;MeoPro 6.5x32;2013-06-05;2013-06-14;United states;MSO USA
120798;MeoStar B1 8x42;2013-05-30;2013-06-15;United states;MSO USA
O124508;MeoPro 4-12x50;0000-00-00;2013-06-15;United states;MSO USA
C121137;MeoPro 10x42;2013-06-15;2013-06-16;United states;MSO USA
126121;MeoStar B1 10x42 HD;2013-06-15;2013-06-19;United states;MSO USA
C131583;MeoPro 10x42;2013-06-07;2013-06-20;United states;MSO USA
r1209417;MeoStar R1 3-12x56 RD;2013-06-19;2013-06-21;United states;MSO USA
R1200245;MeoStar B1 8x56;0000-00-00;2013-06-26;Canada;MSO USA
C131620;MeoPro 10x42;0000-00-00;2013-06-26;United states;MSO USA
O134908;ZD 1-4x22 RD;2013-06-07;2013-06-26;United states;MSO USA
R0603769;MeoStar R1 3-12x56 RD;2013-06-14;2013-06-27;United states;MSO USA
R1223106;MeoStar R1 4-16x44;2013-06-28;2013-06-29;United states;MSO USA
S1200295;MeoStar S2 82 HD;2013-06-22;2013-06-30;United states;MSO USA
122782;MeoStar B1 8x32;2013-06-21;2013-07-01;Canada;MSO USA
122774;MeoStar B1 8x32;2013-06-21;2013-07-01;Canada;MSO USA
c131519;MeoPro 10x42;2013-07-04;2013-07-06;United states;MSO USA
B110418;MeoPro 8x42;2013-07-01;2013-07-08;United states;MSO USA
N135341;MeoPro 3-9x42;2013-06-24;2013-07-08;United states;MSO USA
524370;MeoPro 3-9x42;2013-04-22;2013-07-08;Canada;MSO USA
U134951;MeoPro 6-18x50;2013-02-05;2013-07-08;United states;MSO USA
U124754;MeoPro 6-18x50;2013-03-28;2013-07-08;United states;MSO USA
901174;MeoStar B1 8x32;2013-03-28;2013-07-08;United states;MSO USA
L100314;MeoPro 4-12x50;2013-04-15;2013-07-08;United states;MSO USA
R1210805;MeoStar R1 3-12x56 RD;2013-04-09;2013-07-08;United states;MSO USA
S135363;MeoPro 4-12x50;2013-04-11;2013-07-08;United states;MSO USA
N135179;MeoPro 3-9x42;2013-04-02;2013-07-08;United states;MSO USA
S135353;MeoPro 4-12x50;2013-04-05;2013-07-08;United states;MSO USA
R1212027;MeoPro 6-18x50;2013-03-28;2013-07-08;United states;MSO USA
R1214466;MeoStar R1 3-10x50;2012-10-12;2013-07-08;United states;MSO USA
121534;MeoStar B1 10x42;2013-07-08;2013-07-08;United states;MSO USA
R1005438;MeoStar R1 4-16x44;2013-01-01;2013-07-08;United states;MSO USA
B110346;MeoPro 8x42;2013-05-24;2013-07-08;United states;MSO USA
S112992;MeoPro 4-12x50;2013-05-29;2013-07-08;United states;MSO USA
C111046;MeoPro 10x42;2013-02-16;2013-07-08;United states;MSO USA
B121081;MeoPro 8x42;2013-01-03;2013-07-08;United states;MSO USA
B110878;MeoPro 8x42;2013-01-03;2013-07-08;United states;MSO USA
B121117;MeoPro 8x42;2013-04-24;2013-07-08;United states;MSO USA
