serial_number;product_model;purchase_date;registration_date;country;source_note;;;;;;;;;;;
191184;MeoStar B1.1 8x56;2021-06-30;2021-07-15;ez;MSO CZ;;;;;;;;;;;
210128;MeoStar B1 Plus 15x56 HD;2021-07-08;2021-07-18;ez;MSO CZ;;;;;;;;;;;
210128;MeoStar B1 Plus 15x56 HD;2021-07-08;2021-07-19;ez;MSO CZ;;;;;;;;;;;
210129;MeoStar B1 Plus 15x56 HD;2021-07-20;2021-07-22;ez;MSO CZ;;;;;;;;;;;
210129;MeoStar B1 Plus 15x56 HD;2021-07-20;2021-07-22;ez;MSO CZ;;;;;;;;;;;
R1504338;MeoStar R2 1.7-10x42 RD;2021-07-21;2021-07-22;ez;MSO CZ;;;;;;;;;;;
R1905420;R1r 3-12x56 RGD;2021-07-26;2021-07-27;ez;MSO CZ;;;;;;;;;;;
123149;MeoStar B1 10x42;2021-07-02;2021-07-31;pl;MSO CZ;;;;;;;;;;;
182049;MeoStar B1.1 12x50 HD;2021-07-20;2021-08-02;ez;MSO CZ;;;;;;;;;;;
R2100501;MeoStar R1r 3-12x56 RD;2021-07-15;2021-08-06;;MSO CZ;;;;;;;;;;;
210103;MeoStar B1 Plus 15x56 HD;2021-07-12;2021-08-08;ez;MSO CZ;;;;;;;;;;;
R1715199;MeoStar R2 2-12x50 RD;2021-08-04;2021-08-08;ez;MSO CZ;;;;;;;;;;;
R1615156;MeoStar R2 8x56;2021-07-16;2021-08-09;ez;MSO CZ;;;;;;;;;;;
210291;MeoStar B1 Plus 15x56 HD;2021-08-05;2021-08-10;ez;MSO CZ;;;;;;;;;;;
210224;MeoStar B1 Plus 8x56;2021-08-10;2021-08-11;ez;MSO CZ;;;;;;;;;;;
210120;MeoStar B1 Plus 10x42 HD;2021-08-12;2021-08-13;ez;MSO CZ;;;;;;;;;;;
190659;MeoStar B1.1 7x50;2021-08-12;2021-08-13;ez;MSO CZ;;;;;;;;;;;
210227;MeoStar B1 Plus 8x56;2021-08-17;2021-08-17;ez;MSO CZ;;;;;;;;;;;
R1707334;MeoStar R2 2-12x50 RD;2021-08-09;2021-08-17;ez;MSO CZ;;;;;;;;;;;
R1612166;MeoStar R1r 3-12x56 RD;2021-08-16;2021-08-17;ez;MSO CZ;;;;;;;;;;;
R1711019;ZD 6-24x56;2021-08-17;2021-08-17;;MSO CZ;;;;;;;;;;;
R2100498;MeoStar R1r 3-12x56 RD;2021-08-16;2021-08-18;ez;MSO CZ;;;;;;;;;;;
R1806960;MeoStar R2 2.5-15x56 RD/MR;2021-08-19;2021-08-19;ez;MSO CZ;;;;;;;;;;;
R1704833;MeoStar R1r 3-12x56 RD/MR;2021-08-21;2021-08-21;ez;MSO CZ;;;;;;;;;;;
R1609394;ZD 6-24x56;2021-08-24;2021-08-24;ez;MSO CZ;;;;;;;;;;;
R1811434;MeoStar R1 4-16x44 Tactic;2021-08-24;2021-08-24;ez;MSO CZ;;;;;;;;;;;
R1720329;MeoStar R1r 3-12x56 RD;2021-08-25;2021-08-25;ez;MSO CZ;;;;;;;;;;;
R2000165;MeoStar R2 2,5-15x56 RD PA;2021-08-23;2021-08-26;ez;MSO CZ;;;;;;;;;;;
R2002690;MeoStar R2 2.5-15x56 RD;2021-07-29;2021-08-28;ez;MSO CZ;;;;;;;;;;;
R1811970;R1r 3-12x56 RGD;2021-08-30;2021-08-30;ez;MSO CZ;;;;;;;;;;;
201551;MeoStar B1 Plus 10x42 HD;2021-08-30;2021-08-31;ez;MSO CZ;;;;;;;;;;;
S1601411;MeoStar S2 82 HD Angled / Šikmý;2021-08-15;2021-08-31;ez;MSO CZ;;;;;;;;;;;
R1806404;ZD 4-16x44 RD;2021-08-25;2021-09-01;ez;MSO CZ;;;;;;;;;;;
R1805518;MeoStar R2 2.5-15x56 RD;2021-08-05;2021-09-02;ez;MSO CZ;;;;;;;;;;;
R1805307;MeoStar R2 1.7-10x42 RD;2021-08-06;2021-09-05;ez;MSO CZ;;;;;;;;;;;
R2000523;MeoStar R2 2,5-15x56 RD PA;2021-09-07;2021-09-08;ez;MSO CZ;;;;;;;;;;;
200158;MeoRed;2021-09-07;2021-09-08;ez;MSO CZ;;;;;;;;;;;
R1702859;MeoStar R1r 3-12x56 RD/MR;2021-08-26;2021-09-09;ez;MSO CZ;;;;;;;;;;;
R1904829;MeoStar R1r 3-12x56 RD;2021-08-30;2021-09-09;ez;MSO CZ;;;;;;;;;;;
R2000291;MeoStar R2 2,5-15x56 RD/MR PA;2021-09-01;2021-09-15;ez;MSO CZ;;;;;;;;;;;
B2124006;MeoStar B1 10x42 HD;2021-09-17;2021-09-17;ez;MSO CZ;;;;;;;;;;;
210064;MeoStar B1 Plus 8x56;2021-09-13;2021-09-18;ez;MSO CZ;;;;;;;;;;;
R1723846;MeoStar R2 1.7-10x42 RD;2021-09-21;2021-09-21;;MSO CZ;;;;;;;;;;;
200258;MeoStar B1 Plus 10x42 HD;2021-09-14;2021-09-22;ez;MSO CZ;;;;;;;;;;;
R1313936;MeoStar R1 1-4x22;2021-09-17;2021-09-24;ez;MSO CZ;;;;;;;;;;;
R2101374;MeoStar R1r 3-12x56 RD;2021-09-03;2021-09-27;ez;MSO CZ;;;;;;;;;;;
R2101374;MeoStar R1r 3-12x56 RD;2021-09-03;2021-09-27;;MSO CZ;;;;;;;;;;;
R2101374;MeoStar R1r 3-12x56 RD;2021-09-03;2021-09-29;ez;MSO CZ;;;;;;;;;;;
R1514866;MeoStar R2 2.5-15x56 RD;2021-09-06;2021-09-30;ez;MSO CZ;;;;;;;;;;;
S1600996;MeoStar S2 82 HD Angled / Šikmý;2021-09-22;2021-09-30;ez;MSO CZ;;;;;;;;;;;
R2101426;MeoStar R1r 3-12x56 RD;2021-09-17;2021-09-30;ez;MSO CZ;;;;;;;;;;;
R1418348;MeoStar R1r 3-12x56 RD;2021-09-29;2021-10-04;ez;MSO CZ;;;;;;;;;;;
S1601651;MeoStar S2 82 HD Angled / Šikmý;2021-10-01;2021-10-04;ez;MSO CZ;;;;;;;;;;;
200529;MeoStar B1 Plus 8x56;2021-09-09;2021-10-07;ez;MSO CZ;;;;;;;;;;;
R2101422;MeoStar R1r 3-12x56 RD;2021-09-23;2021-10-09;ez;MSO CZ;;;;;;;;;;;
R2101422;MeoStar R1r 3-12x56 RD;2021-09-23;2021-10-09;ez;MSO CZ;;;;;;;;;;;
R2101422;MeoStar R1r 3-12x56 RD;2021-09-23;2021-10-09;ez;MSO CZ;;;;;;;;;;;
R2101422;MeoStar R1r 3-12x56 RD;2021-09-23;2021-10-09;ez;MSO CZ;;;;;;;;;;;
R2101422;MeoStar R1r 3-12x56 RD;2021-09-23;2021-10-09;ez;MSO CZ;;;;;;;;;;;
R2101422;MeoStar R1r 3-12x56 RD;2021-09-23;2021-10-09;ez;MSO CZ;;;;;;;;;;;
R2101422;MeoStar R1r 3-12x56 RD;2021-09-23;2021-10-09;ez;MSO CZ;;;;;;;;;;;
R2101422;MeoStar R1r 3-12x56 RD;2021-09-23;2021-10-09;ez;MSO CZ;;;;;;;;;;;
R2101422;MeoStar R1r 3-12x56 RD;2021-09-23;2021-10-09;ez;MSO CZ;;;;;;;;;;;
R1514432;MeoStar R2 2.5-15x56 RD/MR;2021-10-05;2021-10-10;ez;MSO CZ;;;;;;;;;;;
R1704448;MeoStar R2 8x56;2021-10-08;2021-10-13;ez;MSO CZ;;;;;;;;;;;
R1713665;MeoStar R1r 3-12x56 RD;2021-10-07;2021-10-13;ez;MSO CZ;;;;;;;;;;;
R1607835;MeoStar R2 2.5-15x56 RD/MR;2021-10-05;2021-10-13;ez;MSO CZ;;;;;;;;;;;
210112;MeoRed;2021-10-11;2021-10-13;ez;MSO CZ;;;;;;;;;;;
210099;MeoStar B1 Plus 8x56;2021-10-12;2021-10-14;ez;MSO CZ;;;;;;;;;;;
210099;MeoStar B1 Plus 8x56;2021-10-12;2021-10-14;ez;MSO CZ;;;;;;;;;;;
210368;MeoStar B1 Plus 8x56;2021-10-14;2021-10-15;ez;MSO CZ;;;;;;;;;;;
200569;MeoStar B1.1 10x50;2021-10-01;2021-10-15;ez;MSO CZ;;;;;;;;;;;
R2101422;MeoStar R1r 3-12x56 RD;2021-09-23;2021-10-19;ez;MSO CZ;;;;;;;;;;;
R1725088;MeoStar R1 1,5-6x42 RD;2021-10-15;2021-10-19;ez;MSO CZ;;;;;;;;;;;
190061;MeoStar B1 Plus 8x42;2021-10-08;2021-10-20;ez;MSO CZ;;;;;;;;;;;
R2101676;MeoStar R2 2.5-15x56 RD;2021-10-18;2021-10-21;pl;MSO CZ;;;;;;;;;;;
R2101278;MeoStar R1r 3-12x56 RD;2021-10-21;2021-10-22;;MSO CZ;;;;;;;;;;;
R2101278;MeoStar R1r 3-12x56 RD;2021-10-21;2021-10-22;ez;MSO CZ;;;;;;;;;;;
R1721208;ZD 6-24x56;2021-10-22;2021-10-22;ez;MSO CZ;;;;;;;;;;;
R2001464;MeoStar R2 2.5-15x56 RD/MR;2021-10-21;2021-10-24;ez;MSO CZ;;;;;;;;;;;
123;TGA 75;2021-10-22;2021-10-24;ez;MSO CZ;;;;;;;;;;;
R1908231;MeoStar R2 2.5-15x56 RD;2021-10-21;2021-10-24;ez;MSO CZ;;;;;;;;;;;
R1725088;MeoStar R1 1,5-6x42 RD;2021-10-11;2021-10-25;ez;MSO CZ;;;;;;;;;;;
210066;MeoStar B1 Plus 8x56;2021-10-25;2021-10-25;ez;MSO CZ;;;;;;;;;;;
210111;MeoStar B1 Plus 15x56 HD;2021-10-21;2021-10-26;ez;MSO CZ;;;;;;;;;;;
R2000216;MeoStar R2 2,5-15x56 RD PA;2021-10-22;2021-10-26;ez;MSO CZ;;;;;;;;;;;
R1712006;MeoStar R2 2-12x50 RD;2021-10-21;2021-10-26;ez;MSO CZ;;;;;;;;;;;
R2101711;MeoStar R1r 3-12x56 RD;2021-10-27;2021-10-27;ez;MSO CZ;;;;;;;;;;;
64001;MeoStar B1 Plus 8x56;2021-10-12;2021-10-28;ez;MSO CZ;;;;;;;;;;;
80047;MeoStar S1 75 Angled / Šikmý;2021-10-05;2021-11-01;ez;MSO CZ;;;;;;;;;;;
S1601154;MeoStar S2 82 HD Angled / Šikmý;2021-11-01;2021-11-02;ez;MSO CZ;;;;;;;;;;;
R1908761;MeoStar R2 2-12x50 RD;2021-10-29;2021-11-02;au;MSO CZ;;;;;;;;;;;
R2001464;MeoStar R2 1-6x24 RD/MR;2021-10-21;2021-11-03;ez;MSO CZ;;;;;;;;;;;
R2000998;MeoStar R2 2,5-15x56 RD PA;2021-10-29;2021-11-05;ez;MSO CZ;;;;;;;;;;;
200476;MeoStar B1 Plus 10x42 HD;2021-11-04;2021-11-07;ez;MSO CZ;;;;;;;;;;;
R1905793;MeoStar R1r 3-12x56 RD;2021-10-11;2021-11-08;;MSO CZ;;;;;;;;;;;
R1804272;MeoStar R2 2.5-15x56 RD;2021-11-09;2021-11-09;ez;MSO CZ;;;;;;;;;;;
210062;MeoStar B1 Plus 8x56;2021-10-29;2021-11-09;ez;MSO CZ;;;;;;;;;;;
R1726478;MeoStar R1 7x56 RD;2021-10-15;2021-11-10;ez;MSO CZ;;;;;;;;;;;
S1700016;MeoStar S2 82 HD Angled / Šikmý;2021-11-08;2021-11-11;ez;MSO CZ;;;;;;;;;;;
S1700141;MeoStar S2 82 HD Angled / Šikmý;2021-11-08;2021-11-11;ez;MSO CZ;;;;;;;;;;;
S/N20035;MeoRed;2021-11-08;2021-11-11;ez;MSO CZ;;;;;;;;;;;
S1700016;MeoStar S2 82 HD Angled / Šikmý;2021-11-08;2021-11-16;ez;MSO CZ;;;;;;;;;;;
R1507105;MeoStar R2 2.5-15x56 RD;2021-11-14;2021-11-18;pl;MSO CZ;;;;;;;;;;;
R1614791;MeoStar R1 1-4x22 RD;2021-11-18;2021-11-19;ez;MSO CZ;;;;;;;;;;;
S1600845;MeoStar S2 82 HD Angled / Šikmý;2021-11-19;2021-11-19;ez;MSO CZ;;;;;;;;;;;
R2100537;MeoStar R2 1-6x24 RD;2021-11-18;2021-11-20;ez;MSO CZ;;;;;;;;;;;
210298;MeoStar B1 Plus 15x56 HD;2021-11-11;2021-11-21;ez;MSO CZ;;;;;;;;;;;
R2101719;MeoStar R1r 3-12x56 RD;2021-11-16;2021-11-21;;MSO CZ;;;;;;;;;;;
80091;MeoStar S1 75 HD Angled / Šikmý;2021-11-11;2021-11-21;ez;MSO CZ;;;;;;;;;;;
S1600647;MeoStar S2 82 HD Angled / Šikmý;2021-10-23;2021-11-22;;MSO CZ;;;;;;;;;;;
70086;MeoStar S1 75 Angled / Šikmý;2021-11-18;2021-11-22;ez;MSO CZ;;;;;;;;;;;
210062;MeoStar B1 Plus 8x56;2021-11-04;2021-11-22;ez;MSO CZ;;;;;;;;;;;
101;TGA 75;2021-11-21;2021-11-23;ez;MSO CZ;;;;;;;;;;;
R2101533;MeoStar R2 1.7-10x42 RD;2021-11-14;2021-11-23;ez;MSO CZ;;;;;;;;;;;
201175;MeoStar B1 Plus 8x56;2021-11-18;2021-11-24;ez;MSO CZ;;;;;;;;;;;
R1606313;MeoStar R1 7x56 RD;2021-11-02;2021-11-29;ez;MSO CZ;;;;;;;;;;;
R1907739;MeoStar R2 2.5-15x56 RD;2021-11-29;2021-11-29;ez;MSO CZ;;;;;;;;;;;
R1907739;MeoStar R2 2.5-15x56 RD;2021-11-29;2021-11-29;;MSO CZ;;;;;;;;;;;
R1501749;MeoStar R2 1.7-10x42 RD;2021-11-01;2021-11-30;ez;MSO CZ;;;;;;;;;;;
S1601039;MeoStar S2 82 HD Angled / Šikmý;2021-11-12;2021-12-01;ez;MSO CZ;;;;;;;;;;;
R2101533;MeoStar R2 1.7-10x42 RD;2021-11-14;2021-12-02;ez;MSO CZ;;;;;;;;;;;
R2101533;MeoStar R2 1.7-10x42 RD;2021-11-14;2021-12-02;ez;MSO CZ;;;;;;;;;;;
R2101533;MeoStar R2 1.7-10x42 RD;2021-11-14;2021-12-02;ez;MSO CZ;;;;;;;;;;;
R1904823;MeoStar R1r 3-12x56 RD;2021-12-02;2021-12-02;ez;MSO CZ;;;;;;;;;;;
R1904823;MeoStar R1r 3-12x56 RD;2021-12-01;2021-12-03;ez;MSO CZ;;;;;;;;;;;
R1904823;MeoStar R1r 3-12x56 RD;2021-12-01;2021-12-03;ez;MSO CZ;;;;;;;;;;;
R1904823;MeoStar R1r 3-12x56 RD;2021-12-01;2021-12-03;ez;MSO CZ;;;;;;;;;;;
210069;MeoStar B1 Plus 8x56;2021-11-22;2021-12-04;ez;MSO CZ;;;;;;;;;;;
200730;MeoSight III;2021-11-22;2021-12-04;ez;MSO CZ;;;;;;;;;;;
R2000997;MeoStar R2 2,5-15x56 RD PA;2021-12-01;2021-12-06;ez;MSO CZ;;;;;;;;;;;
180526;MeoStar B1 10x42 HD;2021-12-02;2021-12-06;ez;MSO CZ;;;;;;;;;;;
R1701465;MeoStar R1r 3-12x56 RD;2021-11-30;2021-12-06;ez;MSO CZ;;;;;;;;;;;
R1701465;MeoStar R1r 3-12x56 RD;2021-11-30;2021-12-06;ez;MSO CZ;;;;;;;;;;;
R1722851;MeoStar R1 1-4x22;2021-11-30;2021-12-09;ez;MSO CZ;;;;;;;;;;;
R1722851;MeoStar R1 1-4x22;2021-11-30;2021-12-09;ez;MSO CZ;;;;;;;;;;;
R1615290;MeoStar R2 8x56;2021-12-01;2021-12-12;;MSO CZ;;;;;;;;;;;
70044;MeoStar S1 75 HD Angled / Šikmý;2021-12-09;2021-12-13;ez;MSO CZ;;;;;;;;;;;
R1706226;MeoStar R2 2.5-15x56 RD/MR;2021-12-02;2021-12-16;ez;MSO CZ;;;;;;;;;;;
R1707434;ZD 6-24x56;2021-11-18;2021-12-17;ez;MSO CZ;;;;;;;;;;;
700622;MeoRange;2021-12-16;2021-12-18;;MSO CZ;;;;;;;;;;;
200990;MeoStar B1 Plus 8x56;2021-12-06;2021-12-18;ez;MSO CZ;;;;;;;;;;;
R1709940;MeoStar R1r 3-12x56 RD/MR;2021-12-10;2021-12-18;ez;MSO CZ;;;;;;;;;;;
R1607948;MeoStar R2 2.5-15x56 RD/MR;2021-11-18;2021-12-18;ez;MSO CZ;;;;;;;;;;;
R1307824;MeoStar R1 1,5-6x42 RD;2021-11-18;2021-12-18;ez;MSO CZ;;;;;;;;;;;
R1718855;MeoStar R2 2.5-15x56 RD/MR;2021-12-11;2021-12-19;ez;MSO CZ;;;;;;;;;;;
R2101921;MeoStar R1r 3-12x56 RD;2021-11-21;2021-12-21;;MSO CZ;;;;;;;;;;;
R1715058;MeoStar R1r 3-12x56 RD;2021-12-10;2021-12-21;ez;MSO CZ;;;;;;;;;;;
R2000173;MeoStar R2 2,5-15x56 RD PA;2021-12-22;2021-12-23;ez;MSO CZ;;;;;;;;;;;
171717;MeoStar B1.1 10x32;2021-12-21;2021-12-26;;MSO CZ;;;;;;;;;;;
181836;MeoStar B1 8x56;2021-12-08;2022-01-01;ez;MSO CZ;;;;;;;;;;;
200777;MeoStar B1 Plus 8x42;2021-12-13;2022-01-03;ez;MSO CZ;;;;;;;;;;;
R1806760;ZD 6-24x56;2021-12-15;2022-01-04;;MSO CZ;;;;;;;;;;;
R1725030;MeoStar R1 1,5-6x42 RD;2022-01-05;2022-01-05;ez;MSO CZ;;;;;;;;;;;
R1725073;MeoStar R1 1,5-6x42 RD;2021-12-15;2022-01-06;ez;MSO CZ;;;;;;;;;;;
R1724811;MeoStar R1 1,5-6x42 RD;2021-12-15;2022-01-09;ez;MSO CZ;;;;;;;;;;;
R2000826;MeoStar R1 1-4x22 RD;2022-01-07;2022-01-11;ez;MSO CZ;;;;;;;;;;;
R2000826;MeoStar R1 1-4x22 RD;2022-01-07;2022-01-11;ez;MSO CZ;;;;;;;;;;;
R1724790;ZD 3-12x56;2022-01-18;2022-01-18;ez;MSO CZ;;;;;;;;;;;
201204;MeoStar B1 Plus 8x56;2022-01-17;2022-01-18;ez;MSO CZ;;;;;;;;;;;
210507;MeoStar B1 Plus 15x56 HD;2022-01-11;2022-01-21;ez;MSO CZ;;;;;;;;;;;
R1513868;MeoStar R2 2.5-15x56 RD/MR;2022-01-21;2022-01-23;ez;MSO CZ;;;;;;;;;;;
R1402636;MeoStar R1r 3-12x56 RD;2022-01-13;2022-01-25;pl;MSO CZ;;;;;;;;;;;
R1902414;MeoStar R1r 3-12x56 RD;2022-01-28;2022-02-01;ez;MSO CZ;;;;;;;;;;;
R1711395;ZD 6-24x56;2022-02-01;2022-02-03;ez;MSO CZ;;;;;;;;;;;
R1217071;MeoStar R1 7x56 RD;2022-02-01;2022-02-03;;MSO CZ;;;;;;;;;;;
201372;MeoStar B1 Plus 8x56;2022-01-20;2022-02-04;ez;MSO CZ;;;;;;;;;;;
R1804246;MeoStar R2 2.5-15x56 RD;2022-02-04;2022-02-04;ez;MSO CZ;;;;;;;;;;;
R1801920;ZD 4-16x44 RD;2022-02-04;2022-02-04;ez;MSO CZ;;;;;;;;;;;
R1805725;MeoStar R1 4-16x44 Tactic;2022-02-04;2022-02-05;ez;MSO CZ;;;;;;;;;;;
210483;MeoStar B1 Plus 10x42 HD;2022-01-31;2022-02-06;ez;MSO CZ;;;;;;;;;;;
R2103253;MeoStar R2 1.7-10x42 RD;2022-02-02;2022-02-08;ez;MSO CZ;;;;;;;;;;;
R1805932;MeoStar R1 4-12x40;2022-01-31;2022-02-08;ez;MSO CZ;;;;;;;;;;;
R2103253;MeoStar R2 1.7-10x42 RD;2022-02-02;2022-02-08;ez;MSO CZ;;;;;;;;;;;
201437;MeoStar B1 Plus 8x56;2022-02-09;2022-02-09;ez;MSO CZ;;;;;;;;;;;
R1610990;MeoStar R2 2.5-15x56 RD/MR;2022-02-02;2022-02-10;ez;MSO CZ;;;;;;;;;;;
R1713170;ZD 1-4x22;2022-07-19;2022-07-19;ez;MSO CZ;;;;;;;;;;;
R2103259;MeoStar R2 1.7-10x42 RD;2022-02-03;2022-02-12;ez;MSO CZ;;;;;;;;;;;
200846;MeoStar B1 Plus 8x56;2022-02-11;2022-02-14;ez;MSO CZ;;;;;;;;;;;
R2200005;MeoStar R1r 3-12x56 RD;2022-02-11;2022-02-14;ez;MSO CZ;;;;;;;;;;;
R1909110;MeoStar R1r 3-12x56 RD/MR;2022-02-07;2022-02-16;ez;MSO CZ;;;;;;;;;;;
R2101449;MeoStar R2 2,5-15x56 RD/MR PA;2022-02-18;2022-02-18;ez;MSO CZ;;;;;;;;;;;
R2103253;MeoStar R2 1.7-10x42 RD;2022-02-02;2022-02-18;ez;MSO CZ;;;;;;;;;;;
R1723848;MeoStar R2 1.7-10x42 RD;2022-02-06;2022-02-20;ez;MSO CZ;;;;;;;;;;;
201377;MeoStar B1 Plus 8x56;2022-02-15;2022-02-24;ez;MSO CZ;;;;;;;;;;;
R2001737;MeoStar R2 2.5-15x56 RD;2022-02-24;2022-02-25;ez;MSO CZ;;;;;;;;;;;
181935;MeoStar B1 8x56;2022-02-25;2022-02-25;ez;MSO CZ;;;;;;;;;;;
210649;MeoStar B1 12x50 HD;2022-02-24;2022-02-28;ez;MSO CZ;;;;;;;;;;;
R2001599;MeoStar R2 2.5-15x56 RD;2022-02-24;2022-03-06;;MSO CZ;;;;;;;;;;;
70150;MeoStar S1 75 HD Angled / Šikmý;2022-02-25;2022-03-07;ez;MSO CZ;;;;;;;;;;;
R2001030;MeoStar R2 2,5-15x56 RD PA;2022-02-09;2022-03-08;ez;MSO CZ;;;;;;;;;;;
R1713387;MeoStar R2 2.5-15x56 RD/MR;2022-02-09;2022-03-08;ez;MSO CZ;;;;;;;;;;;
R2001599;MeoStar R2 2.5-15x56 RD;2022-02-24;2022-03-08;;MSO CZ;;;;;;;;;;;
R2201161;MeoStar R1r 3-12x56 RD;2022-03-10;2022-03-11;ez;MSO CZ;;;;;;;;;;;
S1600539;MeoStar S2 82 HD Angled / Šikmý;2022-03-10;2022-03-13;ez;MSO CZ;;;;;;;;;;;
R2201159;MeoStar R1r 3-12x56 RD;2022-03-10;2022-03-14;ez;MSO CZ;;;;;;;;;;;
R1801976;ZD 4-16x44 RD;2022-03-15;2022-03-15;;MSO CZ;;;;;;;;;;;
R1801978;ZD 4-16x44 RD;2022-03-15;2022-03-15;ez;MSO CZ;;;;;;;;;;;
R1611646;ZD 4-16x44 RD;2022-03-15;2022-03-15;ez;MSO CZ;;;;;;;;;;;
R1804760;ZD 4-16x44 RD;2022-03-15;2022-03-15;ez;MSO CZ;;;;;;;;;;;
R1803402;ZD 4-16x44 RD;2022-03-15;2022-03-15;ez;MSO CZ;;;;;;;;;;;
R1612443;ZD 4-16x44 RD;2022-03-15;2022-03-15;ez;MSO CZ;;;;;;;;;;;
R1800626;ZD 6-24x56;2022-03-15;2022-03-15;ez;MSO CZ;;;;;;;;;;;
R1803475;ZD 6-24x56;2022-03-15;2022-03-15;ez;MSO CZ;;;;;;;;;;;
R1702105;ZD 6-24x56;2022-03-15;2022-03-15;ez;MSO CZ;;;;;;;;;;;
R1802060;ZD 6-24x56;2022-03-15;2022-03-15;ez;MSO CZ;;;;;;;;;;;
R1619682;ZD 6-24x56;2022-03-15;2022-03-15;ez;MSO CZ;;;;;;;;;;;
R1800682;ZD 6-24x56;2022-03-15;2022-03-15;ez;MSO CZ;;;;;;;;;;;
210559;MeoStar B1 Plus 10x42 HD;2022-03-15;2022-03-16;ez;MSO CZ;;;;;;;;;;;
R1521783;MeoStar R2 2-12x50 RD;2022-03-16;2022-03-16;ez;MSO CZ;;;;;;;;;;;
210389;MeoStar B1 Plus 10x42 HD;2022-03-15;2022-03-16;ez;MSO CZ;;;;;;;;;;;
R2201159;MeoStar R1r 3-12x56 RD;2022-03-10;2022-03-17;;MSO CZ;;;;;;;;;;;
R1811080;MeoStar R2 1-6x24 RD;2022-02-25;2022-03-18;ez;MSO CZ;;;;;;;;;;;
R1811080;MeoStar R2 1-6x24 RD;2022-02-25;2022-03-18;ez;MSO CZ;;;;;;;;;;;
R2103448;MeoStar R2 2.5-15x56 RD;2022-03-08;2022-03-19;ez;MSO CZ;;;;;;;;;;;
R1612485;ZD 4-16x44 RD;2022-03-21;2022-03-21;ez;MSO CZ;;;;;;;;;;;
200877;MeoStar B1 Plus 8x42;2022-03-22;2022-03-23;ez;MSO CZ;;;;;;;;;;;
160420;MeoStar B1 10x32;2022-03-23;2022-03-24;ez;MSO CZ;;;;;;;;;;;
S1600702;MeoStar S2 82 HD Angled / Šikmý;2022-03-24;2022-03-25;ez;MSO CZ;;;;;;;;;;;
S1600951;MeoStar S2 82 HD Angled / Šikmý;2022-03-22;2022-03-27;ez;MSO CZ;;;;;;;;;;;
R1801965;ZD 4-16x44 RD;2022-03-28;2022-03-28;ez;MSO CZ;;;;;;;;;;;
R1811080;MeoStar R2 1-6x24 RD;2022-03-01;2022-03-30;ez;MSO CZ;;;;;;;;;;;
R1726510;MeoStar R1 7x56;2022-03-01;2022-03-31;ez;MSO CZ;;;;;;;;;;;
597940;MeoStar R2 2.5-15x56 RD;2022-03-29;2022-04-02;;MSO CZ;;;;;;;;;;;
R1803786;ZD 1-4x22;2022-04-04;2022-04-07;ez;MSO CZ;;;;;;;;;;;
R1802297;MeoStar R2 1-6x24 RD;2022-04-04;2022-04-09;ez;MSO CZ;;;;;;;;;;;
R1800681;ZD 6-24x56;2022-04-10;2022-04-10;ez;MSO CZ;;;;;;;;;;;
R1731106;ZD 6-24x56;2022-03-22;2022-04-10;ez;MSO CZ;;;;;;;;;;;
R2100520;MeoStar R2 2,5-15x56 RD/MR PA;2022-04-08;2022-04-11;ez;MSO CZ;;;;;;;;;;;
R1726510;MeoStar R1 7x56 RD;2022-03-15;2022-04-11;ez;MSO CZ;;;;;;;;;;;
R1621470;ZD 6-24x56;2022-04-11;2022-04-11;ez;MSO CZ;;;;;;;;;;;
R1800619;ZD 6-24x56;2022-04-11;2022-04-11;ez;MSO CZ;;;;;;;;;;;
R1728106;ZD 6-24x56;2022-04-11;2022-04-11;ez;MSO CZ;;;;;;;;;;;
R1800664;ZD 6-24x56;2022-04-11;2022-04-11;ez;MSO CZ;;;;;;;;;;;
R1803509;ZD 6-24x56;2022-04-11;2022-04-11;ez;MSO CZ;;;;;;;;;;;
R1803179;ZD 6-24x56;2022-04-11;2022-04-11;ez;MSO CZ;;;;;;;;;;;
R1803179;ZD 6-24x56;2022-04-11;2022-04-11;ez;MSO CZ;;;;;;;;;;;
R1802051;ZD 6-24x56;2022-04-11;2022-04-11;ez;MSO CZ;;;;;;;;;;;
R1705661;ZD 6-24x56;2022-04-11;2022-04-11;ez;MSO CZ;;;;;;;;;;;
R1802057;ZD 6-24x56;2022-04-11;2022-04-11;ez;MSO CZ;;;;;;;;;;;
R1800644;ZD 6-24x56;2022-04-11;2022-04-11;ez;MSO CZ;;;;;;;;;;;
210632;MeoStar B1 Plus 10x42 HD;2022-03-31;2022-04-12;ez;MSO CZ;;;;;;;;;;;
R1800706;ZD 6-24x56;2022-04-11;2022-04-12;ez;MSO CZ;;;;;;;;;;;
R1707469;ZD 6-24x56;2022-04-11;2022-04-12;ez;MSO CZ;;;;;;;;;;;
R1800668;ZD 6-24x56;2022-04-11;2022-04-12;;MSO CZ;;;;;;;;;;;
R1802087;ZD 6-24x56;2022-04-11;2022-04-12;ez;MSO CZ;;;;;;;;;;;
R1611620;ZD 4-16x44 RD;2022-04-12;2022-04-12;ez;MSO CZ;;;;;;;;;;;
R1605975;ZD 4-16x44 RD;2022-04-12;2022-04-12;ez;MSO CZ;;;;;;;;;;;
R1611616;ZD 4-16x44 RD;2022-04-12;2022-04-12;ez;MSO CZ;;;;;;;;;;;
